韩风源烧烤涮自助餐厅(登封店),0371-62991188,登封市少林大道223号（新世纪大酒店东隔壁）
伊美名妆,0371-69856789,新密市气象街与西大街交叉口伊美名妆
慧梵瑜伽(平安路店),15838122965/18539293135,新密市西大街与平安路交叉口向北100米路西（鑫荣原超市2楼）
博兰妃半永久眉眼唇纹绣,15544332728,新密市大学南路与密杞大道交叉口西行100米（曲梁服装城工业园区金盛国际）
阿美美学馆(新密店),13071099717,新密市溱水路349号四楼（原北方娱乐城）
丽洁热瑜伽,15503710878,新密市青平苑步行街（日顺鞋业对面）
欣奕除疤祛痘舒敏淡斑(气象街店),0371-57180778/13663711833,新密市西大街与气象街交叉口西100米路南
郑一生专业祛斑祛痘新密?总代理(新密?总代理),17737701327/17700603288,新密市青屏大街794号附近
瑶芳祛痘连锁机构(新密店),0371-69896919,新密市西大街金博大向东200米长庆路口
云启荟肌,18530812567,新密市西大街兆吉新世界百货二楼东南角
乙甲花艺,0371-69820090/13733160090,新密市西大街与气象北街交叉口向北20米路西
诗情花艺,0371-60281158/18039220263,新密市溱水路金凤路交叉口向东30米路北（城市学院）
花冠鲜花(乙甲花艺鲜花店),15838377113,新密市西大街与气象北街交叉口
小清新花艺(新密市店),15002080165,新密市新密第一人民医院向西200米（新都市花园旁50米左右）
玫瑰之约(新密店),15838362461,新密市西大街新西宾馆隔壁（丹尼斯金博大东300米路北）
爱尚鲜花,15093251836,新密市刘寨镇028县道（银基国际旅游度假区）
花样年华(花草物语店),400-897-8769,新密市西大街西段90号
邂逅花坊鲜花(乙甲花艺),15838377113,新密市新密市西大街与气象街交叉口
香浓花情(良辰花景店),400-897-8769/18770396256,新密市西大街西段90号
香浓花情?花色满屋,400-897-8769,新密市民康路中段190号
阳光花卉(金婚花艺),400-827-4788,新密市民康路中段600号
阳光花卉(杰杰花屋),400-827-4788,新密市开阳路91号
两生花花坊(南充花店),4008277726,新密市南环路中段423号
绿韵花艺鲜花店(草原兴发),400-870-0900,新密市草原兴发斜对面（康洁洗衣楼下 店工作）
爱琴海花艺园(乙甲花艺),0371-69880090,新密市西大街与气象北街交叉口路北
新密烽火?综合格斗健身俱乐部,17057052638,新密市嵩山大道与诚信路交叉口向北320米（怡馨佳苑大门口旁）
银基国际旅游度假区,0371-67006800,新密市黄帝宫御温泉景区
银基冰雪世界,0371-67006800,新密市郑尧高速轩辕丘出口西南5公里处
伏羲山大峡谷,0371-69226789,新密市尖山管委钟沟村
神仙洞景区,0371-69225888,新密市尖山乡神仙洞村
伏羲山旅游区,0371-69226789,新密市月寨村
银基黄帝宫御温泉,0371-22362016/13503782016,新密市银基国际旅游度假区内（郑尧高速轩辕丘出口向西5公里处）
红石林景区,0371-69226789,新密市米村镇月寨村
三泉湖景区,0371-69226789,新密市尖山村
维也纳酒店(郑州大学南路店),0371-69965666,新密市大学南路与密杞大道交叉口南500米路东
中宝快捷宾馆,0371-63193789/15517118269,新密市刘寨镇刘寨街名扬服饰广场二楼（邮政局南50米）
七天时尚酒店,0371-63122006,新密市刘寨镇轩辕社区与镇区大道交叉口西50米
诚美时尚酒店,0371-63122168,新密市刘寨镇刘寨村轩辕小区南（黄帝宫御温泉正对面）
银基黄帝宫御温泉度假酒店,0371-56198888/56516820,新密市刘寨镇银基国际旅游度假区
银基乐海水世界,0371-68538888/400-017-8178,新密市刘寨镇郑尧高速轩辕丘出口5公里（银基国际旅游度假区内）
可润农庄,0371-56260825/56260826,新密市曲梁镇岗牛村
打虎亭汉墓,0371-63101067,新密市牛店镇打虎亭村
倍优天地(新密店),0371-56708678,新密市西大街青屏广场南侧青屏苑A座1楼
打虎亭汉墓,0371-63101067,新密市牛店镇打虎亭村
汪喵宠物,15890668444,新密市溱水路与周楼街交叉口向南200米路西
车享家汽车养护中心(未来大道店),0371-60286810,新密市西大街226号荣域福湾11号楼1-2层101-102
驰易佳换油中心,0371-85802678/13838555552,新密市东柿路与开阳路交叉口向北200米路东（中国石化西山口加油站北侧）
兔师傅汽车保养(新密溱水路店),0371-55185789/13703847789,新密市溱水路与开阳路交叉口向西300米路南（京密高中对面）
新旭汽修,15003816897,新密市开阳路与龙潭路交叉口西南100米
鼎盛汽车美容装饰,0371-85819865/18339956932,新密市开阳路附近
志军汽修,15093082269,新密市南密新路223号
车点点?爱尚汽车美容(长乐路店),18903845931,新密市长乐路98号路西
内涵之家汽车美容会所,15038136841,新密市新华路小学西100米
双喜照相馆,18530060171,新密市东大街505号
施华洛婚纱摄影美学馆(溱水路店),400-090-8610-150232,新密市溱水路与长乐路交叉口向西100米路南
罗马假日国际婚纱摄影,18539975186/13526802024,新密市东大街五四广场罗马假日国际婚纱摄影
薇薇新娘婚纱摄影工作室,0371-69990111,新密市东大街与行政路交叉口（农业银行对面）
优阁壁纸,400-012-6590-10617,新密市嵩山大道国际家居建材城20号楼西门（电梯口路北）
大明五金电料,13383862826,新密市嵩山大道国际家居建材城22栋108
阿美美学馆(新密店),13071099717,新密市溱水路349号四楼（原北方娱乐城）
柒?婚嫁礼服馆,18539906567/18569991280,新密市青屏大街市委东200米路北（北密新路）
施华洛婚纱摄影美学馆(溱水路店),400-090-8610-150232,新密市溱水路与长乐路交叉口向西100米路南
罗马假日国际婚纱摄影,18539975186/13526802024,新密市东大街五四广场罗马假日国际婚纱摄影
薇薇新娘婚纱摄影工作室,0371-69990111,新密市东大街与行政路交叉口（农业银行对面）
喜肤轻奢皮肤管理中心,18638797286/13949013114,新密市东大街百货大楼东方明珠C座2803室（青屏剧院）
互齿家口腔(新密店),0371-55991666,新密市青屏大街二初中向东100米路北
韩风源烧烤涮自助餐厅(荥阳店),0371-55899998,荥阳市索河路塔山路交叉口西南角金都花苑2楼
胡闯渔粉(塔山路总店),13598419035,荥阳市大海寺路与塔山路交叉口北50米路西
韩鲜坊烧烤涮自助餐厅(荥阳店),0371-66128811,荥阳市万山路与索河路交叉口东北角建业百货商场4楼
速味居黄焖鸡米饭,0371-65009911,荥阳市演武路与河阴路交叉口向西20米路南
华莱士(荥阳店),0371-60250028,荥阳市索河西路与工业南路交叉口向西100米路南建行隔壁（广武路东）
真知味快餐,15037122201,荥阳市广武路与康泰路交叉口向东五十米路北
华莱士(河阴路店),15538355992,荥阳市河阴路与索河路交叉口北200米路东
德克士(建业百货餐厅),0371-86570999,荥阳市索河西路与万山北路交叉口东100米路北建业百货1层
豪轩汇中西餐厅(荥阳总店),0371-85099555,荥阳市京城路与京城大街交叉口东北角（京城大街西口）
御味居黄焖鸡米饭(成皋路店),15290855626,荥阳市索河路与成皋路交叉口向南50米路西
琪美嘉蛋糕(广武路店),0371-65000103,荥阳市广武路与索河路交叉口东南角（碧园小区北）
清真?香源汉斯海鲜烤肉自助餐,0371-85213999/15303809088,荥阳市国泰路豪布斯卡四楼东门
山城船老大连锁烤鱼坊(荥阳店),0371-64817788,荥阳市郑上路与广武路交叉口向西100米路北（嘉禾芙蓉园二期旁）
陆老爹猪脚(工业路分店),18838034660,荥阳市工业路与康泰路交叉口东南角
文子面(成皋路店),0371-64666655/15003848829,荥阳市索河路与成皋路交叉口南行100米路西
重庆锅巴饮年代火锅(荥阳店),0371-65000633,荥阳市康泰路和京城路交叉口往西150米路北
云南过桥米线(荥阳总店),18695804083,荥阳市京城路与京城大街交叉口东200米路南（近郊京城大街073号路南）
琪美嘉蛋糕(索河路店),0371-65000102,荥阳市索河路与成皋路交叉口向东30米路北
奥斯卡西餐厅,0371-64757555,荥阳市索河路与万山路交叉口东北角，建业百货5楼
阿德重庆印象火锅,0371-85220808,荥阳市国泰路与福民路交叉口西北角
佰年王婆大虾(荥阳总店),13027619920/18838628864,荥阳市塔山路与大海寺路交叉口北10米路西（大参林药房对面）
花千代秘制烤鱼,0371-64600888,荥阳市康泰路第三高级中学正对面
琪美嘉蛋糕(京城大街店),0371-65000105,荥阳市京城大街与三公路交叉口向西50米路南
欧佳牛排海鲜自助(豪布斯卡店),0371-86572777,荥阳市国泰路豪布斯卡四楼
怡香园蛋糕房,15903691216,荥阳市万山路大海寺路交叉口东200米路南
胡闯渔粉(康泰路店),18039505444,荥阳市康泰路与工业路向西50米路南
正新鸡排(荥阳广场店),13303927500,荥阳市北索合路与成皋路交叉口西南角德克士旁
甜野果子(豪布斯卡店),0371-66125177,荥阳市国泰路豪布斯卡一楼
宜宾燃面,13007545150,荥阳市振兴街与腾飞街交叉口东北50米
华莱士(塔山路店),0371-64936060,荥阳市塔山路堡王小学旁
美食美客黄焖鸡米饭(工业路店),15639042221/18237108030,荥阳市工业路与康泰路交叉口北100米路西
王婆大虾(康泰路店),0371-64617756,荥阳市广武路与康泰路交叉口向东200米路北
锅底香土豆粉,0371-60255858,荥阳市塔山路堡王小学南50米路西
澳门豆捞(荥阳店),0371-64999777,荥阳市三公路和索河路交叉口东北角
王婆大虾(塔山北路店),0371-85096188/13027621711,荥阳市塔山路与演武路交叉口向北200米路东
漫雨咖啡,0371-64656588,荥阳市工业路与演武路交叉口南30米路东
老鸭粉丝汤,13783517337,荥阳市成皋路与大海寺路交叉口向北150米路东（广场东出口处）
大师傅烘焙香酥蛋糕专卖,13014698330,荥阳市大海寺路与河阴路交叉口往西10米路南
琪美嘉蛋糕(七零一店),0371-65000106,荥阳市郑上路万山路向南50米路西
渝鑫干锅辣鸭头,18638597222,荥阳市广武路和郑上路交叉口向北100米路东
琪美嘉蛋糕(京城路店),0371-65000101,荥阳市京城路与汜河路交叉口东南角
非常食客零食店(三公路店),18339212002,荥阳市三公路与康泰路交叉口西南侧65米
饮悦工坊(大海寺路店),13027755521,荥阳市大海寺路与塔山路交叉口向西30米路北
花琪蛋糕,0371-64668087,荥阳市演武路与河阴路交叉口东200米路北（京城派出所东100米）
工农兵铁锅炖菜(广武路店),0371-64655111,荥阳市康泰路与广武路交口北100米路东
王婆香辣虾,0371-64655822,荥阳市万山路与310国道交叉口向东30米路南
米卡蛋糕房?清真店,0371-64607088/13598076102,荥阳市演武路与工业路交叉口东南角（兴业超市西隔壁）
莱珂馨coci,0371-85295216,荥阳市国泰路海龙香槟小区二期
金麦蛋糕房(万山路店),0371-64663136,荥阳市万山路农机局楼下（荥阳市农业机械管理局北）
金麦烘焙(索河路店),0371-64652678,荥阳市索河路与广武路西50米路北
金麦烘焙(康泰路店),0371-64997333,荥阳市康泰路与工业路交叉口向西20米路北
仙女姐姐秘制凉皮烤肉饭,13526722651,荥阳市塔山路大海寺路交叉口向东30米路路南
花甲客时尚海鲜主题餐厅,17737506264,荥阳市国泰路豪布斯卡四层B-4012B
兄弟大盘鸡(塔山路店),13703824275,荥阳市塔山路与大海寺路交叉口向南50米路东（堡王小学对面）
饮悦工坊(索河路店),13523046111,荥阳市索河路万山路交叉口东200米路南（建业百货）
李想大虾(荥阳店),0371-56088880,荥阳市京城路与京城大街交叉口东南角
金麦烘焙(京城大街店),0371-64650606,荥阳市京城大街西口169号
潮辣矿泉水火锅(京城路店),0371-69006000,荥阳市京城路与演武路向北100米路西
顺和斋,0371-64883888,荥阳市荥泽大道和索河路交叉口东方盛典
金麦烘焙(步行街店),0371-64879998,荥阳市步行街西段路南
五谷渔粉(河阴路店),13803844856,荥阳市索河路与河阴路交叉口向北80米路西
有朴小灶?有粉的酸菜鱼,0371-66125228,荥阳市国泰路豪布斯卡4层Ｂ-4009Ｂ
舒记麻辣鱼老店,0371-64616588,荥阳市索河路与广武路交叉口东150米路北
玛格利塔(索河路店),0371-60250857,荥阳市索河路与广武路交叉口向东100米路北
老渔翁烤全鱼(意墅蓝山店),15515672151,荥阳市荥泽大道与康泰路交叉口南200米路东国土局对面（意墅蓝山西门旁边）
玛格利塔(万山路店),0371-63250305,荥阳市万山路与索河路交叉口北100米路东
何记花甲(荥阳堡王店),13673993938,荥阳市大海寺路与塔山路交叉口向东300米路北
王婆大虾(奥帕拉拉店),15617758756,荥阳市商隐路中段（奥帕拉拉水上公园北邻）
嘿店外带寿司,18538593753,荥阳市万山路与索河路交叉口向北200米路东
华莱士(海龙店),0371-66122258,荥阳市福民路与国泰路交叉口北120米
张阿姨奶茶(全国NO.718分店),13838056680,荥阳市京城大街西口路南
卡布吉诺蛋糕,0371-85213678/13213081183,荥阳市国泰路香槟大道海龙小区南门
凡仔汉堡,13526653147/17193934747,荥阳市腾飞街凡仔汉堡店
福记花甲,18738147736,荥阳市荥阳市大海寺路与万山路西200米路南26号
齐祺渔锅,0371-64716888,荥阳市演武路与三公路交叉口东南角
重庆面馆,15136140797,荥阳市成皋南路和索河路交叉口往南100米路西
陈钢串串香(荥阳广场店),15639259596,荥阳市大海寺路与成皋路口向东80米（老消防队）
加勒比烤鱼,0371-66121608,荥阳市广武路与郑上路交叉口华联超市一楼
胡闯渔粉(演武路店),15515796910,荥阳市河阴路与演武路交叉口向西200米路南
阿德重庆印象火锅(工业路店),0371-85090808,荥阳市繁荣街与工业路交叉口向南50路西
花雕醉鸡,18638123673,荥阳市荥阳索河路广场乐购乐向南100米
忠鱼重庆鱼火锅,0371-85093288,荥阳市索河路和三公路交叉口西50米路北（银海中央广场）
渔船码头,0371-64865888/15869331855/13203893526,荥阳市大海寺路与塔山路交叉口西100米路北
九品川火锅,0371-64605388,荥阳市康泰路与工业路交叉口西北角
刘洋记全羊鲜汤,18768813571,荥阳市郑上路与桃贾路晖达御景苑西门南20米
古秦味,18137792725,荥阳市工业南路与康泰路交叉口向南100米路西
哥俩好土豆粉,13838245094,荥阳市广武路与索河路交叉口西100米路北
麦加美汉堡(贾峪分店),13007501180/18595658516,荥阳市贾峪镇楚村塔山市场东头路北（育才花园西100米）
忆尔烘焙,0371-55215181/17703847760,荥阳市荥泽大道与文博路交叉口向东200米路北中森林语美墅（荥阳二中北门对面）
辣界火锅鱼,0371-64630568,荥阳市塔山路与步行街交叉口向南30米
陕西第一碗,13673638003,荥阳市演武路与成皋路交叉口西200米路北（金成婚庆旁）
溢香蛋糕,13103855477,荥阳市万山路演武路交叉口东50米路北（万山路173号附近）
小龙坎老火锅(豪布斯卡店),0371-66124888,荥阳市福民路与国泰路交叉口正上豪布斯卡一楼东门
?间老友记传统打边炉(荥阳店),0371-85091122,荥阳市三公路索河路向北100米路西
火盆景火锅鱼(十五年清真老店),15890139710,荥阳市商业街转盘西50米路南（腾飞街中段，荥阳火盆景清真老店仅此一家）
鱼状元火锅?清真店,0371-66122266/13223069858,荥阳市三公路与郑上来交叉口北300米路西（万业金城壹号院）
贝克汉堡(万山路店),15225117373,荥阳市万山路与汜河路交叉口南50米路东（苗苗幼儿园北隔壁）
正新鸡排(荥阳建业店),13303927500,荥阳市希望巷西南角建业百货对面
琪美嘉蛋糕(国泰路店),0371-65000107,荥阳市荥泽大道与国泰路交叉口往西路北
臻味轩黄焖鸡米饭(演武路店),0371-64608678,荥阳市演武路与河阴路交叉口东200米路北
金麦蛋糕房(成皋路店),0371-64688606,荥阳市成皋路与大海寺路交叉口向北50米（大海寺路口北侧）
林家烧烤涮牛肚,15515561936,荥阳市塔山路与站南路交叉口东南角
麦加美汉堡(广武餐厅店),0371-64713389,荥阳市广武镇广场向南100米路东
7石咕咕鱼,0371-64622982,荥阳市广武路与站南路交叉口西南角
卡布吉诺蛋糕(三公路店),0371-60259998/13213081183,荥阳市三公路和索河路交叉口往北300米路西（阳光现代城西门南侧）
老狼大盘鸡,15036074884,荥阳市演武路一小向西20米路南
蛤友秘制花甲粉,18697320220,荥阳市塔山路索河路交叉口向南150米路西
豫和馍菜汤(京城大街店),0371-64688888,荥阳市国泰路与三公路交叉口东100
?莎莉蛋糕,0371-66122066,荥阳市荥泽大道与繁荣街交叉口向东200米路南（意墅蓝山南门）
姥家大锅台(塔山路店),0371-65000062,荥阳市塔山路与郑上路交叉口北150米
西点壹号,13838586253,荥阳市演武路与河阴路交叉口北100米
五味缘小郡肝串串火锅,15515607788,荥阳市索河路和棋源路交叉口向南200米路东
爱尚糕点,13526710513,荥阳市康泰路与工业路交叉口向北50米路西
闲适鸭,0371-69001199,荥阳市塔山路与索河路交叉口北150米路西
丰仔包(大海寺路店),13683827829,荥阳市塔山路与大海寺路交叉口西20米路南
醉巴鲜烤鱼(豪布斯卡店),0371-66125226,荥阳市国泰路豪布斯卡四楼
一起捞火锅鱼,0371-63256616,荥阳市工业路与康泰路交叉口向北20米路东（近康泰路）
小树林烧烤 ?营业至凌晨2点,15036014000,荥阳市康泰路与京城路交叉口西100米路北
赛可赛西,0371-68158899/66126688,荥阳市康泰路与工业路交叉口西100米路南
翅酷,0371-63258222,荥阳市工业路与繁荣街交叉口北30米路东
琪美嘉蛋糕(康泰路店),0371-65000109,荥阳市康泰路与工业路交叉口西南角
大厨私房菜,0371-85097667,荥阳市荥泽大道与索河路交叉口西南角
俩吃货特色餐厅,18339988911,荥阳市索河路与广武路交叉口北（索河路与广武路交叉口西100米路北）
耀兴隆热干面,15537111857,荥阳市康泰路与工业路交叉口西100米路南
香老头空心土豆粉(荥阳总店),13838305339/17194375550,荥阳市康泰路与广武路交口往东200米路南
西部大盘鸡,18737162900,荥阳市工业路与康泰路交叉口向南100米路西
帝王肉蟹煲(豪布斯卡店),15617957820,荥阳市荥泽大道与国泰路交叉口往西1000米正上豪布斯卡四楼
傻子张大盘鸡(槐西店),13938510648,荥阳市中原西路与织机路交叉口北行200米路东（万客来超市旁）
爱华客汉堡,15617678210,荥阳市万山路与演武路交叉口西200米路南（一小斜对面）
飘香烤翅,13838246313,荥阳市河阴路与演武路交叉口东100米路南
天竹渔村纸包鱼,0371-86589988,荥阳市乔楼镇广武路鑫苑名家小区鑫苑鑫都汇金街外埔2-14号商铺
大团元煳辣鱼老店,0371-64601279,荥阳市工业路与腾飞街交叉口西南角（近妇幼保健院）
麦田手工烘焙坊,17513118087,荥阳市塔山路潜江虾王北侧巷内
乐芙蛋糕,15003868246/13663829251,荥阳市演武路与塔山路交叉口向西100米路北
麦田烘焙坊,18538596866,荥阳市中原西路与织机路交叉口南500米路西
大河水浒烤肉(荥阳店),13203877261/13653809924,荥阳市五一街康泰路交叉口向北100米路西
文元东(正上豪布斯卡店),0371-66127069,荥阳市国泰路豪布斯卡四楼东部观光电梯旁
炫味爱疯烫捞,0371-56773633,荥阳市康泰路与永安街交叉口向西50米路南（步行街中段路南）
李双全川香石锅鱼(中原西路店),0371-85099711,荥阳市中原西路豫龙镇槐西新村第九小学西大门向北800米
湖南米粉牛肉面,13838510185,荥阳市演武路与成皋路交叉口南50米路西
小纪元米线(豪布斯卡店),15136121708,荥阳市国泰路正上豪布斯卡四楼
呐喊的炒鸡,18530858814,荥阳市郑上路与桃贾路口向南100米路东（晖达御景苑16号楼102商铺）
欧咔拉牛排自助(荥阳建业店),0371-69002678,荥阳市鸿祥建业百货四楼
美食公社(荥阳店),0371-64711999,荥阳市工业路与索河路交叉口向南150米路西（近妇幼保健院）
巴乡石锅鱼大盘鸡,15136461172,荥阳市奥帕拉拉北邻
秦记姐妹凉皮,18530811837,荥阳市京城路街道索河路与塔山路交叉口往南一百米路西
赛可赛西(万山南路店),0371-66611132,荥阳市万山南路与龙港大道交叉口西南角（索滨阳光苑小区1-07、1-08号商铺）
胡涂印象老串串(荥阳店),0371-66122169/15093397297,荥阳市索河路与塔山路交叉口向西50米路西
秦芝香米皮(豪布斯卡店),0371-60991688/18939528079,荥阳市国泰路豪布斯卡四楼
熊猫火锅(荥阳店),0371-56031999,荥阳市索河路与荥泽大道交叉口东南角
海品汇蒸汽海鲜,0371-64668888/13203835766,荥阳市福民路与索河路交叉口向南100米路西
意上品米线,13721427922,荥阳市万山路与310国道交叉口向北50米路西
豪享来牛排?中式简餐(荥阳店),13783511560,荥阳市国泰路与福民路交叉口西南侧正上豪布斯卡一层部分
李先生烙馍村,13603985591/18539274826,荥阳市郑上路与桃贾路交叉口往南50米路东
笼香楼,0371-64613808,荥阳市塔山路与步行街交叉口堡王小学北隔壁
蜜雪冰城(索河路店),18695895455/13271579877,荥阳市索河路中段希望巷口
热麦冷饮店,15238080899,荥阳市康泰路广武路交叉口向东100米路南
杨翔豆皮涮牛肚(豪布斯卡店),0371-60277773/18037484337,荥阳市国泰路与福民路交叉口西南角正上豪布斯卡商场四楼西北（商场西侧室外观光电梯）
阿铭火锅(荥阳店),0371-66125229,荥阳市国泰路豪布斯卡四楼
小小马披萨,18736060963,荥阳市广武路与繁荣街交叉口向北20米路东
秘制地锅柴鸡,18603717751,荥阳市中原西路豫龙镇槐西新村第九小学西大门向北100米
虎丹鸿源斋,15093211775,荥阳市康泰路荥阳三中北门正对面
悦寿司精致料理(豪布斯卡店),15639929787/18503850078,荥阳市国泰路正上豪布斯卡四楼
泰通丹江鱼,15736700886/13137736656,荥阳市荥广路与科学大道交叉口向北1公里路东移民新村内
品天下零食工坊(京城大街店),13838387171,荥阳市京城大街与京城路交叉口向东50米路南
龙吟堂大酒店(餐饮部),0371-64616100,荥阳市京城路与康泰路交叉口向北50米路西龙吟堂大酒店1楼
八公山淮南牛肉汤,15837172393,荥阳市国泰路与福民路交叉口向东50米路北（劳动局对面）
西越秀酒家,0371-55669333,荥阳市演武路与广武路交叉口向西300米路北
哆哆客汉堡烤鸡,17630038786,荥阳市河阴路演武路向南30米路西
福记花甲,15003832276,荥阳市腾飞街广武路交叉口东20米路南
凯斯贝恩烘焙坊,13608688370,荥阳市中原西路槐西社区西200米
王子家私房蛋糕,15617988584/19937755192,荥阳市康泰路广武路交叉口向南一百米路西
稻香月亮馍,18638288732,荥阳市二小希望巷001号
摩点烘焙,0371-66120267,荥阳市广武路与康泰路交叉口东150米
陕记老潼关肉夹馍(塔山路店),13027711121,荥阳市塔山路北段路东
品思黑鸭(荥阳一店),13333818595,荥阳市万山路与大海寺路交叉口向东30米（徐家服饰对面）
老店糊辣鱼,13523599647,荥阳市大海寺路与塔山路交叉口向西60米路北
羊福记地锅羊肉,13073701819,荥阳市汜河路与通站路交叉口向南50米路东（建业百货斜对面）
紫燕百味鸡(国泰店),15225121422,荥阳市京城大街84号
千丝麻花王,13703984885,荥阳市万山路与汜河路交叉口东100米路南
美 全日餐厅(新田美爵酒店),0371-66126666,荥阳市中原新区新田大道1号（马寨工业园区）
十二道湘,0371-85292888,荥阳市京城路与繁荣街交叉口向东100米（新公安局东）
大离日本料理,15814746005,荥阳市滨湖西路洞林湖新田城维他左岸08-09商铺（成龙影院背后）
韩国部队火锅,18539953369,荥阳市国泰路豪布斯卡四楼东侧中段
蓉味老成都串串火锅,13073753597,荥阳市大海寺路
味道名家,0371-64635555/64628966,荥阳市广武路索河路交叉口往东50米路北
有朴酸菜鱼(索河路店),18203971058,荥阳市索河路京城花园北门向东50米路南
淼庄地锅鸡,15238648000/15515949955,荥阳市万山路与310国道交叉口向南1000米路西（盛世华都快捷酒店北隔壁）
良食老潼关肉夹馍,15038203210/15639271004,荥阳市繁荣街与三公路交叉口向西50米
麦加美汉堡(三公路店),0371-60250086,荥阳市三公路与勤政路向南10米路西（六小对面）
淘气仔纯绿豆饼,15515529971,荥阳市河阴路与演武路交叉口向东100米路南
猫姑娘?龙虾鸡爪烧烤,15738300701,荥阳市飞龙路与繁荣街交叉口西南角
胡闯渔粉(广武路店),15824828886,荥阳市广武路与演武路交叉口向西10米路北（演武路中段北侧）
中华生态园,0371-65000116/18638797832,荥阳市京城路与站南路交叉口向东50米路南
至尊披萨,0371-60257688,荥阳市索河路三公路交叉口向北100米路西
香积厨,0371-64614567,荥阳市塔山路与演武路交叉口向南50米路东
储缘蛋糕(荥阳店),15617850158,荥阳市腾飞街商业街028号
土大力(荥阳首创奥特莱斯店),0371-63250052,荥阳市贾峪镇首创奥特莱斯F2区F03号
川遇鸡公虾婆(工业路店),0371-64960006,荥阳市郑上路工业路东北角
傅记老字号雪花酪(荥阳店),18574141141,荥阳市索河路西段路北
米嘉琪蛋糕房,17839922997,荥阳市广武路与步行街交叉口西100米路北
户大姐土豆靓粉,15036083704,荥阳市索河路与成皋路交叉口北20米路西
林家烧烤涮牛肚(康泰路店),15515561936,荥阳市京城路与康泰路交叉口东100米路北
瑞余烤鱼堂,0371-64984788,荥阳市郑上路与广武路向南200米路东
湘记酸辣粉,17337168864/17796760864,荥阳市荥阳市大海寺路塔山路交叉口西南角
喵喵奶茶店,15237172012,荥阳市大海寺路与万山路交叉口向东200米路北
CoCo都可(正上豪布斯卡店),13213038532,荥阳市国泰路212号
王婆大虾,13721410888,荥阳市中原路与织机路交叉口向北50米路东
泰隆(河阴路店),0371-63257849,荥阳市演武路河阴路交叉口东南角（巩义市国土资源局西村国土资源所西）
halflove半城就爱,15838165557,荥阳市荥泽大道繁荣街交叉口东200米路北
清真优苏福麻辣烫,13838008705,荥阳市索河路与成皋路交叉口拐角
万家福德克堡,0371-85298555,荥阳市荥泽大道意墅蓝山西门
快乐的鱼(正上豪布斯卡店),13781561938,荥阳市国泰路与福民路交叉口西南角（正上豪布斯卡四楼）
柒月咖啡,13525505641,荥阳市索河路与兴华路交叉口南五十米路西
香思源过桥米线总店,18625522460,荥阳市塔山路与大海寺路交叉口向东路南20米
N多寿司(索河路店),18537172966,荥阳市成皋路与索河路交叉口南50米路东
天力蛋糕(荥阳崔庙店),13673355939,荥阳市崔庙镇迎宾路和兴华路交叉口向东30米路北（中国农业银行旁边）
怡王府湘味火锅,0371-64650111,荥阳市康泰路飞龙路交叉口西南角
泰隆(成皋路店),0371-63257839,荥阳市汜河路与成皋路交叉口南20米路西（帝龙花园东南）
宁海小渔村海鲜,0371-60257211,荥阳市郑上路万山路交叉口东200米老电厂院内
西部大盘鸡(京城大街店),18638574133,荥阳市京城路与京城大街86号交叉口向东100米路北
潮港大虾(贾峪清真店),0371-66120783,荥阳市马米路北50米
四海一味,0371-85229555,荥阳市工业路与索河路交叉口向北100米路西
醉巴鲜烤鱼(新田城店),0371-63781222/13007605444,荥阳市新田城洞林湖环湖中路C区商业街116-117
广粤开煲(演武路店),13383849988,荥阳市演武路河阴路交叉口向西50米路北
渔船码头 养生石锅鱼(塔山路荥阳2店),0371-64638899,荥阳市塔山路与汜河路交叉口向南50米路东
鸡公虾婆(贾峪店),15136180732,荥阳市贾峪镇楚村桃贾路
串门串串老火锅,0371-69006333,荥阳市索河路与三公路交口西10米路北
赛可赛西(大海寺路店),0371-69008899,荥阳市万山路与大海寺路向东300米路北
台湾无骨鸡柳,13253401571,荥阳市索河路三高附小门口
奥尔良烤肉拌饭,18539252353,荥阳市万山路与互助街交叉口东行100米
胖子烧烤涮牛肚(荥阳店),15138987778,荥阳市塔山路与演武路交叉口向北60米路东
海滋味海鲜大咖,13290963891/18737183210,荥阳市索河西路荥阳广场西北角乐购乐超市二楼
蓉妈串串火锅(建业百货店),13027788063/18838224253,荥阳市索河路建业百货四楼
老成都川菜(京城路店),0371-63258555/13592596000,荥阳市京城路与演武路交叉口北150米路西
西部大盘鸡,13526718267,荥阳市中原西路与织机路交叉口向北三百米路东
签挑碗选(正上豪布斯卡店),15517136752,荥阳市国泰路豪布斯卡四楼B-4010A
六膳门砂锅,15038104883,荥阳市政法街东段路北
槐西小郡肝串串火锅,15838260790,荥阳市中原西路织机路西200米路南
赛可赛西快餐店(工业路店),0371-66125622,荥阳市演武路工业路交叉口向南100米路东
李双全川香石锅鱼(荥阳店),0371-64921990,荥阳市郑上路与广武路交叉口向东200米路南
?莎莉蛋糕(演武路店),0371-56831926/18595845794,荥阳市万山路与演武路交叉口东100米路北
翰记火锅串串香,13331127275,荥阳市河阴路与大海寺路交叉口向东100米路南
水到渠成生态园,0371-64982333,荥阳市科学大道与绕城高速交叉口向西第一个红绿灯左拐200米即到
家宴拉面,13613850937,荥阳市广武镇桃花源社区满意一百后边十四号楼下
米苏奇蛋糕店,15137157859,荥阳市塔山路与汜河路交叉口向西200米路北
